seller_id,total_orders,total_exposure_usd,flagged_orders,risk_rate,risk_tier
9599519be538b98748162a2b48248960,1,630.06,1,1.0,High Risk
d5b9a084373da994a6e37f732169a853,7,629.58,2,0.2857,High Risk
a2e874074c877c5a05abae80ad6e488f,44,629.38,4,0.0909,Low Risk
b56906f7fd1696e043f1bcce164c487b,40,628.03,8,0.2,High Risk
e89c4adbe7b1d0819dbb636e16461cf1,24,627.69,4,0.1667,Medium Risk
2e1a7d075abe038c1b2743005fe42ff1,19,624.12,4,0.2105,High Risk
4091f77d8c768fc3e81c20761471761d,8,622.89,3,0.375,High Risk
4b1eaadf791bdbbad8c4a35b65236d52,8,621.85,3,0.375,High Risk
66fd84ee7528c0c0de85d0f44a73d5ab,11,621.44,3,0.2727,High Risk
685b870da5b52a710782c9c0fefbeb5b,2,618.88,1,0.5,High Risk
fd386aa7bed2af3c7035c65506c9b4a3,69,618.49,10,0.1449,Medium Risk
577719699805dd125d5b6fdde5943bba,8,618.29,1,0.125,Medium Risk
83d7070a0b9a8b4625fa8682b819fabb,2,617.81,1,0.5,High Risk
eb4df17aed01d918c65f0f8d650900c0,11,614.11,2,0.1818,Medium Risk
93dc87703c046b603023e75222018b45,35,613.9,3,0.0857,Low Risk
b76dba6c951ab00dc4edf0a1aa88037e,159,610.73,16,0.1006,Medium Risk
1d0997ff06b524ce9289ffd75114ecd3,3,610.63,1,0.3333,High Risk
c35affa65afd250151285c5917fc1c8a,9,610.51,1,0.1111,Medium Risk
f918546be4bec7104d117789ba758b2b,20,609.99,4,0.2,High Risk
f524ad65d7e0f1daab730ef2d2e86196,1,609.5,1,1.0,High Risk
38e679b9e0064cd94c6f035707344dae,28,608.71,5,0.1786,Medium Risk
f615fe7efbef0f4f08fd3086bc7a3e60,23,608.0,4,0.1739,Medium Risk
b5abf4f36adc043117b4fca82c22984c,11,607.75,3,0.2727,High Risk
244b04680fdbded0acf5aebd9c92b44a,3,606.48,1,0.3333,High Risk
3b872fd4747f01cc56206f2934198618,25,604.94,4,0.16,Medium Risk
1c5e4e49b9079480255b49d50aac1aa9,12,604.73,1,0.0833,Low Risk
c8467937e403e76a8ee9f0ab13f6f5ef,30,603.53,4,0.1333,Medium Risk
198c7ea11960a9844b544d9bcdca860c,25,603.13,6,0.24,High Risk
b561927807645834b59ef0d16ba55a24,85,601.74,8,0.0941,Low Risk
94e93ce877be27a515118dbfd2c2be41,30,600.9,4,0.1333,Medium Risk
4e5725ba188db8252977a4f0227bd462,22,600.82,7,0.3182,High Risk
e333046ce6517bd8bb510291d44f0130,68,597.62,6,0.0882,Low Risk
1b65c144b17e607c0f37f10bb7dfec8d,5,595.15,3,0.6,High Risk
b4a476fbd28de64b1e347abf9089366a,33,593.4,3,0.0909,Low Risk
df56d7b40d437f88407c5f78b63bc328,22,592.6,3,0.1364,Medium Risk
670c26e0f1bf8d0576271d5cfaec6d2b,78,592.35,6,0.0769,Low Risk
9e9b539eb2806acee3f5c28085c1db9f,3,589.05,1,0.3333,High Risk
4a1917ef994878940e1fb03eeb787ad7,2,588.06,1,0.5,High Risk
de9727ca376d1be6ec121b110aa7954c,10,580.71,3,0.3,High Risk
9add47bf45ce8e8c7db6b9cf670b1e09,43,579.9,4,0.093,Low Risk
1838dd9b8977065acf51d95e0053ea7a,64,579.45,7,0.1094,Medium Risk
822bad9bc42b51213ba522fe87b7ab5d,18,578.94,2,0.1111,Medium Risk
96804ea39d96eb908e7c3afdb671bb9e,38,578.87,5,0.1316,Medium Risk
f0b47fbbc6dee9aafe415a6e33051b3f,68,578.47,8,0.1176,Medium Risk
b2ac621f0d0322434d04a12b078b9369,30,577.15,2,0.0667,Low Risk
157c3e4b42f81ac4a44e8b1ca2fe9876,23,576.31,5,0.2174,High Risk
6d803cb79cc31c41c4c789a75933b3c7,58,573.57,5,0.0862,Low Risk
a414555ce331b8c8aea4a9cb8395194d,7,573.19,2,0.2857,High Risk
271c58a1d139c45eaf3316107c6d3a3b,29,572.51,4,0.1379,Medium Risk
9d4db00d65d7760644ac0c14edb5fd86,98,570.28,4,0.0408,Low Risk
c0563dd588b775f2e37747ef6ad6c92c,28,568.13,4,0.1429,Medium Risk
bb135baca94c82fcb731335ad5b04a03,18,566.43,7,0.3889,High Risk
78744a20ee2f80ba64f6804c25def2b8,6,564.89,1,0.1667,Medium Risk
ecccfa2bb93b34a3bf033cc5d1dcdc69,15,564.27,6,0.4,High Risk
4342d4b2ba6b161468c63a7e7cfce593,20,563.44,2,0.1,Medium Risk
47648caee88ccfe951fbb27fbf7b4cbe,3,563.33,1,0.3333,High Risk
381c83fdca332ea6afd896da20bf6e4a,46,559.01,4,0.087,Low Risk
e250d617a0ad591ba9bd663e584a895d,8,558.63,3,0.375,High Risk
02ecc2a19303f05e59ce133fd923fff7,21,556.24,1,0.0476,Low Risk
33ac3e28642ab8bda860a2f693000e78,34,555.43,4,0.1176,Medium Risk
bafc5aa11e413978be29040f51342e70,9,554.89,3,0.3333,High Risk
a6fe7de3d16f6149ffe280349a8535a0,51,554.84,8,0.1569,Medium Risk
191d55f7edb8524d525ed01b20fe32e8,3,554.47,2,0.6667,High Risk
2745f798279e0ed033addcc1474776d7,32,554.18,4,0.125,Medium Risk
272f092de69afedd4d2969440b37f18f,26,553.51,6,0.2308,High Risk
4e326052e5dbba8adcd512f3450a307e,3,552.1,2,0.6667,High Risk
2a61c271b1ac763450d846849783e922,18,550.13,4,0.2222,High Risk
49067458c68f7701fd334ce326accbe0,17,547.5,6,0.3529,High Risk
8f78f0903005064036736c7173a5c2ed,13,547.35,3,0.2308,High Risk
0791d9fc1e30678ecf03d3e55fa108d3,5,544.4,1,0.2,High Risk
f235413f677777a0738ff215d0184901,3,540.53,1,0.3333,High Risk
3d8fa2f5b647373c8620330c4e077a9f,43,539.23,5,0.1163,Medium Risk
cb3dd9ce66268c7a3ca7241ac70ab58c,50,539.14,7,0.14,Medium Risk
94144541854e298c2d976cb893b81343,68,538.21,8,0.1176,Medium Risk
2199e7fe213c16213bf5d6a7eadc9a5d,25,537.2,2,0.08,Low Risk
1b8b75e227c9a9c100d0c210fb6176ce,19,535.14,4,0.2105,High Risk
5fd924b4836098a5be0ecf81ba054ce0,7,535.04,1,0.1429,Medium Risk
f9903dd0f812c7e771fcad47b6fff231,10,532.7,3,0.3,High Risk
dd533b429f380718b70ad9922c294bae,41,532.02,6,0.1463,Medium Risk
e067ad2c1c0b48758eb1b5228bcf7a68,54,531.65,6,0.1111,Medium Risk
fa74b2f3287d296e9fbd2cc80f2d1cf1,11,531.57,2,0.1818,Medium Risk
6a0cbc8af2e8abd1bdfb777943d174c6,35,530.11,4,0.1143,Medium Risk
4bf2f4ee540798a61f9636d12cd9cc80,29,528.54,3,0.1034,Medium Risk
14a08204d03bb6b6bde8029f801ae0eb,28,527.96,5,0.1786,Medium Risk
7daca0837f033a41a6f3428c18657533,7,526.32,2,0.2857,High Risk
ba143b05f0110f0dc71ad71b4466ce92,85,525.75,7,0.0824,Low Risk
312ba1d77e9c332ef21f9598b7f64cd7,9,525.72,5,0.5556,High Risk
3fd1e727ba94cfe122d165e176ce7967,37,524.94,7,0.1892,Medium Risk
d51e0a403fe2e689ece6c73359d96e12,19,523.31,1,0.0526,Low Risk
32b8764b4ef628b53608fc34011fcc13,36,520.84,2,0.0556,Low Risk
fb89df7f89fd1b8f03fa2acca1ba7364,22,520.48,4,0.1818,Medium Risk
2fdde51ad3e12f297da656d4fbd5d0b5,10,519.22,1,0.1,Medium Risk
8f119a0aee85c0c8fc534629734e94fd,77,518.17,7,0.0909,Low Risk
f5f1f2c5f923f36ad79ea1d07185ddc9,12,517.67,2,0.1667,Medium Risk
dff87e4de60c9736ce8df835951b09bc,2,516.1,1,0.5,High Risk
977f9f63dd360c2a32ece2f93ad6d306,24,515.46,4,0.1667,Medium Risk
427165bf50f8ca07efc7bdc2bfcf1688,5,515.24,2,0.4,High Risk
51ed72984a04e5dd35c2b27e77179038,7,513.85,2,0.2857,High Risk
7139dc5186aa238b006e066d8fbab2e4,22,508.96,4,0.1818,Medium Risk
d101c6da914ae3d53f7bee42283f2fe2,13,508.54,4,0.3077,High Risk
54c04bdb5ec46762f8f08c7e8f86ed4a,18,508.51,2,0.1111,Medium Risk
ad97a199236354e53fcd91a5a913e9a2,17,507.68,1,0.0588,Low Risk
5ab05b6d86d417796c69ffd6774ec832,10,507.6,2,0.2,High Risk
8ff1a9df749e454105c55cda13e79143,13,506.4,3,0.2308,High Risk
9c068d10aca38e85c50202e17b4a7e88,17,503.98,3,0.1765,Medium Risk
4992e76a42cb3aad7a7047e0d3d7e729,57,503.92,9,0.1579,Medium Risk
9646c3513289980f17226a2fc4720dbd,71,502.81,6,0.0845,Low Risk
3f995f07c49d0d55a99d5c54957f7d81,43,501.25,4,0.093,Low Risk
3f2af2670e104d1bcb54022274daeac5,6,498.12,2,0.3333,High Risk
65febd49fd28ec955651299159b1f527,35,497.71,3,0.0857,Low Risk
750303a20e9c56b2a6bc45cdce0b897d,54,497.7,5,0.0926,Low Risk
520b493b57809f446cb0a233bb3e25c7,63,497.47,6,0.0952,Low Risk
d8cf3b6a2151949f930d0252b180ec42,6,496.95,2,0.3333,High Risk
1354d51653f645349064725ed204e85e,18,496.51,4,0.2222,High Risk
3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,495.23,5,0.2,High Risk
4deebb3199eeafb282ae33229144f94b,4,495.12,1,0.25,High Risk
b347677812ea483b0f528eaf8cbc09b7,21,494.47,1,0.0476,Low Risk
f7496d659ca9fdaf323c0aae84176632,26,494.07,2,0.0769,Low Risk
6e4f5ff6b086632ba8dcb558fb10249e,5,493.65,2,0.4,High Risk
7f2617c58d5d06806987308b45654351,22,493.07,3,0.1364,Medium Risk
167fd940acebc789debd6eb418c46e38,5,491.79,2,0.4,High Risk
b6d44737c043328708f6749c2dbe50bd,62,489.43,6,0.0968,Low Risk
5f5b43b2bffa8656e4bc6efeb13cc649,27,486.14,2,0.0741,Low Risk
c6a7539d424a8402232c2228d7a03c5e,10,485.58,4,0.4,High Risk
e24d3429d294b2eb200b064ebb035879,19,485.29,2,0.1053,Medium Risk
ac3508719a1d8f5b7614b798f70af136,103,484.52,3,0.0291,Low Risk
b18871c324516afa228a13e8f1ef0ae9,9,482.21,4,0.4444,High Risk
4305fe92735c8a43d154ff6dd2b8d927,19,480.77,2,0.1053,Medium Risk
bdae679a9b282249bc23b9b69dae9a99,6,480.14,2,0.3333,High Risk
43402bdf22aa2310e8f99e2f94f78628,4,479.75,2,0.5,High Risk
6481e96574816ead57975da2c0f6d80d,32,478.27,3,0.0938,Low Risk
d29ba1220fb8634fa3a107e54497b8a4,9,476.16,3,0.3333,High Risk
e5f9e61ceb5f523cc966e0f34095032f,4,475.01,1,0.25,High Risk
fe49ee029e61e789a1f3a5525f57ba8d,17,474.35,3,0.1765,Medium Risk
f9d010e39375d9c91dce3f40b73a2f84,4,473.81,1,0.25,High Risk
ec8879960bd2221d5c32f8e12f7da711,36,473.76,4,0.1111,Medium Risk
6cd68b3ed6d59aaa9fece558ad360c0a,149,470.39,5,0.0336,Low Risk
f08c008c8a8d31417763738a1788a2a8,22,468.41,5,0.2273,High Risk
bf84056e679dbe9c69929847a40e338f,36,468.31,6,0.1667,Medium Risk
4c498c7345e89aebad651544829beca0,48,467.52,4,0.0833,Low Risk
04fdea0c111866e6cf812f1570d6b5bd,10,466.78,3,0.3,High Risk
dc7192adf8ba09569261f4a8d576afe0,7,465.02,2,0.2857,High Risk
d9bd94811c3338dceb4181f3dbc0c73e,54,464.81,2,0.037,Low Risk
aced59e9b31ef866a94f9e7f29d8d418,61,464.31,4,0.0656,Low Risk
acce39e832338debb07b02385cde5967,44,464.22,3,0.0682,Low Risk
845e8036c3f7bf62099352f5ed910240,21,462.6,5,0.2381,High Risk
cb8bcce248bb1fb274ba762d8b971456,68,462.54,3,0.0441,Low Risk
112453736dbe3889cfb74e1aaa0ba0c1,7,461.25,1,0.1429,Medium Risk
2dd1fb6f0e42a2243b8a01e40cd41216,4,461.02,1,0.25,High Risk
1ca4bdb0cd7fc48e949bac066188ed26,4,459.63,1,0.25,High Risk
cc5a78bbad32776dc4e3af205218368c,33,459.43,3,0.0909,Low Risk
715bbd5ba4e6b74cb0d2f29eb45058b0,62,457.95,4,0.0645,Low Risk
2709af9587499e95e803a6498a5a56e9,26,457.46,5,0.1923,Medium Risk
edf96ef93ed595084bbcbd9224bd2894,25,454.43,3,0.12,Medium Risk
49cdc90518a4f82676b38b3c1aa43ff6,5,454.0,1,0.2,High Risk
6cf476a4ca74498db55cbccdaa9dcfb6,6,452.02,3,0.5,High Risk
8bd0e3abda539b9479c4b44a691be1ec,7,451.42,3,0.4286,High Risk
fb3cfbc8a86f5d7fbb4d36b8df63f60d,10,450.0,1,0.1,Medium Risk
c64a2aec32cc408a8a4c6d7c46017f91,9,449.92,1,0.1111,Medium Risk
bc47d5d1490df2b36add65d733eafaba,24,445.56,8,0.3333,High Risk
c5f7feb04a6a1fb3596322bfc3cf1917,11,444.89,2,0.1818,Medium Risk
8378eb36b6b70c5734e83ad7b8cdc3b7,7,443.2,2,0.2857,High Risk
42bde9fef835393bb8a8849cb6b7f245,35,443.0,3,0.0857,Low Risk
adcf50477d6a1f5d91bb9d54c4903cb5,19,441.94,4,0.2105,High Risk
392e0502231ae2f8b29994ef6398cd77,20,440.2,2,0.1,Medium Risk
6eeed17989b0ae47c9f11ece6f38ea90,3,439.79,1,0.3333,High Risk
232a6014e7b10cba61c6c2b2ea6bb4b0,33,439.33,4,0.1212,Medium Risk
2a5b78b41cd05baeac8df54c6606b92c,49,437.96,2,0.0408,Low Risk
13fa2a6c6b9d0f43cb588d7c82117a12,9,437.18,1,0.1111,Medium Risk
5ee7fd217d08dfe5d3e2f51f96a12c9a,9,437.05,3,0.3333,High Risk
1fe5540d7c1c37a595fefbacd5570d9e,20,436.98,1,0.05,Low Risk
432c37c9dfba871172ec162e20118b8c,46,436.92,6,0.1304,Medium Risk
e99e927c81e3f51739c94fcdfca9f10f,22,436.84,4,0.1818,Medium Risk
3f8034bfc6b8b4135534975d49f04c63,12,434.66,2,0.1667,Medium Risk
5bc24d989e71e93c33e50a7782431b0e,17,434.35,2,0.1176,Medium Risk
34d1ca11b242c0fee2c834ae8d788566,40,431.24,2,0.05,Low Risk
e883aa812c37a7413226856f4579fe91,26,427.37,3,0.1154,Medium Risk
725af026f869236a8dd0ceb98564d156,7,426.0,2,0.2857,High Risk
458c6fa920810ce2492da71bc26d9eec,2,425.11,1,0.5,High Risk
14d7985702e72162bbf13b6beb74ab2b,37,424.16,3,0.0811,Low Risk
6e386f64c84e482f0b9abf960797ee1b,30,424.13,1,0.0333,Low Risk
eb9cd5b35d95206585e2185318cb5c61,2,422.56,1,0.5,High Risk
f543ba3c973276f519d89d59bd46cead,2,422.04,2,1.0,High Risk
2aa3443d7bf9d9bb11133f420d75e083,10,421.32,4,0.4,High Risk
0d83f8e03188682112cc0d93523705cc,4,419.84,1,0.25,High Risk
d03698c2efd04a549382afa6623e27fb,18,419.49,1,0.0556,Low Risk
6bbcb8924baf70b7fe2fe2097e8cd407,10,417.23,1,0.1,Medium Risk
b7ba853e9551f4558440881fd3e5c815,2,414.79,2,1.0,High Risk
a5cba26a62b8b4d0145b68b841e62e7f,54,414.66,2,0.037,Low Risk
c878515173c84a492ebe50d6b493230b,9,414.54,2,0.2222,High Risk
ab3e0c171fe84a7ba7de130f19cfb485,7,414.13,2,0.2857,High Risk
dbec9a0a7efeff029d4d9dce7dc4cc95,3,413.53,1,0.3333,High Risk
edc518ba25576a0188a0e8f2c3af186f,6,411.78,2,0.3333,High Risk
42b729f859728f5079499127a9c2ef37,104,411.62,7,0.0673,Low Risk
52f0fe436a347ddad7ed5f9aa4e27eaa,21,411.22,4,0.1905,Medium Risk
4cf490a58259286ada5ba8525ba9e84a,8,410.83,2,0.25,High Risk
b8555308bfdb4ca1ed54325a58da9a97,26,408.81,3,0.1154,Medium Risk
9d7a1d34a5052409006425275ba1c2b4,13,408.12,1,0.0769,Low Risk
6b90f847357d8981edd79a1eb1bf0acb,45,406.78,3,0.0667,Low Risk
9bc484c87d79cd4874e05ca182658045,9,406.48,1,0.1111,Medium Risk
c679fb69a36e1d8349e8c50a217b4d58,14,406.19,3,0.2143,High Risk
67bf6941ba2f1fa1d02c375766bc3e53,16,405.24,1,0.0625,Low Risk
8d899e15a5925f097cca50faa49b15e3,4,403.26,1,0.25,High Risk
4e8dacf3d38f281ae26c3e0321d92d88,10,403.2,4,0.4,High Risk
6b536a23086fba0d58c08d68814397f6,19,400.68,3,0.1579,Medium Risk
02dcd3e8e25bee036e32512bcf175493,14,400.29,3,0.2143,High Risk
1b8356dabde1d35e17cef975c3f82730,56,400.11,5,0.0893,Low Risk
2f73e04d12cdf0c945ded66bb3fcf6c7,3,397.04,1,0.3333,High Risk
fad44952713764836814be105382aee5,32,396.68,2,0.0625,Low Risk
bd4889b5e9133b35b66e42a8665cea5c,36,396.55,3,0.0833,Low Risk
af3ef48d0e13835e529c29ac573c63e5,21,396.25,5,0.2381,High Risk
b33aaadd1a8891d2dfef0c4c3bdf0371,16,394.27,3,0.1875,Medium Risk
9bcdfa7b615b3abb9461d9e3ad9886ae,14,393.07,1,0.0714,Low Risk
11305281b50fff20ae8bb473f8e11876,35,392.5,3,0.0857,Low Risk
817245bcc3badd82bbd222e0366951a6,29,392.23,2,0.069,Low Risk
5075aaa8404020ae6aa8bf4792099b41,13,390.17,3,0.2308,High Risk
1eade46fba20122dc4aefb379f8c636b,58,389.66,5,0.0862,Low Risk
901b460cdce0c64e471230d7f2f9f3a3,5,386.79,1,0.2,High Risk
13511db12ac61e2f89c53b72a944a60b,6,385.63,2,0.3333,High Risk
e504a4e2efaa45cbff7e268a2c58c956,11,384.34,3,0.2727,High Risk
5eeb9c756d9780b96283e5a2ac6da334,9,383.89,1,0.1111,Medium Risk
411f3b52d857390502ee4e4d5ceabc2d,21,383.09,3,0.1429,Medium Risk
c273175f7c6c80fb02f051e2fc6d0d72,14,382.52,3,0.2143,High Risk
72bc2cce903c872fe376a8faaa81d237,17,378.63,1,0.0588,Low Risk
fde0cc9ea29c8ccfc0a2c22256a58c71,35,378.33,3,0.0857,Low Risk
5011f0d93373a4c5753adf58ca77af8d,12,378.02,2,0.1667,Medium Risk
dee656f0f566ed1aa85bd137c943f08f,93,375.87,7,0.0753,Low Risk
c9aafcd0621b2207c10e32c649cada4d,44,375.45,4,0.0909,Low Risk
17eea220a40cc0d2c0c5346379682398,4,375.25,1,0.25,High Risk
10ff823eda2b032e2c93d17a7d294736,9,373.62,2,0.2222,High Risk
81336a0f57a33776419727a300249e90,16,373.1,2,0.125,Medium Risk
9dda5bbacd45e18d6485fee649205d09,19,372.57,3,0.1579,Medium Risk
d57e18d5f73c7ccb7f7339b61166898d,61,371.77,5,0.082,Low Risk
6bb0724edf0b62fb91ac404873a97241,17,371.14,1,0.0588,Low Risk
df560393f3a51e74553ab94004ba5c87,28,369.54,2,0.0714,Low Risk
c8b3445d737de6befde0c88ede534a5e,30,369.36,2,0.0667,Low Risk
655220df33262c7e0c4949a147366f94,13,369.11,2,0.1538,Medium Risk
679769a98cfcc6da877c8486ff1c13f3,21,367.2,1,0.0476,Low Risk
870d0118f7a9d85960f29ad89d5d989a,45,365.96,4,0.0889,Low Risk
6dc9bec584588412a6a338830946a3e4,2,364.74,1,0.5,High Risk
4b98b0428fc1932cc2514ef9ce2505e6,2,363.43,2,1.0,High Risk
b335c59ab742f751a85db9c411a86739,33,362.69,3,0.0909,Low Risk
11938fcc75f6902fea1d0a6f72b54a57,2,362.41,1,0.5,High Risk
2a6fbeaa7ab9e5d59a35841a8da71ce4,30,362.34,5,0.1667,Medium Risk
afa6714acee029b2dfdf357e5579cc03,16,361.72,2,0.125,Medium Risk
7813ea3ebd9411dc600b4dd01f7a97b9,9,361.52,2,0.2222,High Risk
2f09f7d37a97956d11cc1a7cadd5262b,11,361.3,2,0.1818,Medium Risk
cea729054f157f5870bdd321a958d994,24,358.75,3,0.125,Medium Risk
0885aaf116795758dfeb5f1032487bcd,28,358.4,3,0.1071,Medium Risk
1b1ae47a313a825a7ccceb8e2e30fa9d,11,357.3,2,0.1818,Medium Risk
f5f2ab9bdb6b30c14c61be68c5ed37da,18,357.15,2,0.1111,Medium Risk
00720abe85ba0859807595bbf045a33b,13,357.02,3,0.2308,High Risk
c7fdb77fdbff3c41981bc52f787e959e,10,356.8,4,0.4,High Risk
f5f46307a4d15880ca14fab4ad9dfc9b,9,356.12,1,0.1111,Medium Risk
ce69a8021d18961dd2a40269b7c2c293,19,355.7,2,0.1053,Medium Risk
a5259c149128e82c9d6d46e0c1c812bb,8,355.06,2,0.25,High Risk
ccf8813e5a7d6c84d865cd38bfc2b130,26,353.92,3,0.1154,Medium Risk
8ca1551acf9832a4cf467bbbac15851f,11,353.67,2,0.1818,Medium Risk
a3f0b55de503387383c7b1de3ad7f678,24,353.27,1,0.0417,Low Risk
1bb2bdb95f4841f1bba2c0d2cd83d3c9,81,352.85,3,0.037,Low Risk
be3b4b0f050a6aa1b2d901c4b77e979f,3,348.78,1,0.3333,High Risk
b566ab0ef88016e00422755e305103c6,5,348.7,2,0.4,High Risk
3f3486b61f45078d4f31ee5e43d8c5bb,40,348.46,3,0.075,Low Risk
f181738b150df1f37cb0bd72e705b193,36,347.32,2,0.0556,Low Risk
2305ab43e846518f58dd9d59f3f54e96,3,347.31,1,0.3333,High Risk
cf2384dd2f1dddea3f838efed0945e65,16,347.16,2,0.125,Medium Risk
512d298ac2a96d1931b6bd30aa21f61d,11,346.76,2,0.1818,Medium Risk
48fb026ed7455a42f5d3e9390ed5088e,11,346.62,4,0.3636,High Risk
f214d28e8d8e3ef068748498ccc2f813,54,346.48,5,0.0926,Low Risk
d566c37fa119d5e66c4e9052e83ee4ea,65,343.98,2,0.0308,Low Risk
e628d4a53c109f09ca88098338b3a3f5,1,343.9,1,1.0,High Risk
9c7fd21e0aa159b20da593371f08ff7c,7,339.27,3,0.4286,High Risk
c447f8dd3ed213f291d65ef074a268eb,7,338.78,2,0.2857,High Risk
33576ec5412fb5905d876f12f33bfde6,31,338.23,3,0.0968,Low Risk
ffa6adafb71b807dc13159e26431354c,18,337.37,2,0.1111,Medium Risk
5cbbd5a299cab112b7bf23862255e43e,36,334.62,4,0.1111,Medium Risk
b7ed9fb14c8eadb37adb9c45d67ab0fb,7,334.4,3,0.4286,High Risk
5160d23075764e18e07c1f4a87fad743,34,333.58,4,0.1176,Medium Risk
71271995e85f5b8530be99ed54a91b89,8,332.31,3,0.375,High Risk
c68fb906c8f4b4b946d8386bfa6e5467,45,329.27,3,0.0667,Low Risk
f680f85bee2d253556ac91be391d2c82,45,327.97,3,0.0667,Low Risk
093805f8f2aeb63881444571e1f48f30,22,327.57,3,0.1364,Medium Risk
5dc4bdaf869e8c77c648078cbe8d59c2,1,327.49,1,1.0,High Risk
4d6fb82c629c7a5028bfd973c07b05e0,2,327.43,2,1.0,High Risk
e46bc031f2c5bae4ccb40bb90712e9b4,1,327.39,1,1.0,High Risk
eddd1991bd6d9309995a480c39b95137,3,325.86,1,0.3333,High Risk
cd6efc47efaabf134f8bdb654e10b4f1,31,325.23,2,0.0645,Low Risk
8a130737016f838139d31878787a39c9,56,324.16,3,0.0536,Low Risk
fec6275253471ace26d209bbaa64cd0f,9,323.54,1,0.1111,Medium Risk
ffeee66ac5d5a62fe688b9d26f83f534,14,323.51,2,0.1429,Medium Risk
e1dc0754bada9ee4cfe9713f22f61292,12,323.04,3,0.25,High Risk
c8417879a15366a17c30af34c798c332,26,321.91,2,0.0769,Low Risk
c458e2045a8aa8964f8879af03fdcce6,4,321.6,2,0.5,High Risk
666658b8da8370f30e1f89893b1de5e6,1,321.34,1,1.0,High Risk
4e06067cc08b3f41d837768d392c3ee3,31,320.58,6,0.1935,Medium Risk
fa3a0b5aabb344b9a92e3524b0202123,7,319.58,1,0.1429,Medium Risk
282f23a9769b2690c5dda22e316f9941,99,319.48,4,0.0404,Low Risk
c7dcd301ecfe5ab7f778ac172cf74be7,4,319.0,1,0.25,High Risk
b83cedfb587e7911540e3f576d6917ce,24,318.66,3,0.125,Medium Risk
403aa86912527d730337ffcb0fb096ab,11,317.85,1,0.0909,Low Risk
8cbac7e12637ed9cffa18c7875207478,67,317.8,7,0.1045,Medium Risk
659e8466eb3ff1b0e8740d74fb7bbedd,11,317.31,1,0.0909,Low Risk
080102cd0a76b09e0dcf55fcacc60e05,124,316.59,5,0.0403,Low Risk
a44fb5a447105f8469bdf16bf9159f25,19,316.57,3,0.1579,Medium Risk
5b925e1d006e9476d738aa200751b73b,63,316.09,3,0.0476,Low Risk
791cfcfe22fe4a771ece27f90017da92,2,315.98,1,0.5,High Risk
ac51cac5e20d69ff485a54746488ef48,4,315.39,2,0.5,High Risk
ed859002ad59dbf8cf3602696a6c3000,7,315.24,1,0.1429,Medium Risk
daf565f087a52def0fd5c5825b3661bc,9,314.56,3,0.3333,High Risk
c1ed9e3daf6154542826a6996af0fb8c,9,313.17,2,0.2222,High Risk
439a47cc365d6e3bd526812ea9de3c29,8,311.98,1,0.125,Medium Risk
6b333a05bf188ef3e1f1662a86bd9855,12,311.91,1,0.0833,Low Risk
557f22c76691849db52d2abccf0015d0,13,311.87,4,0.3077,High Risk
d97df38225e5abadaff1e72cb72b823c,29,310.49,6,0.2069,High Risk
de09d00cfc265b8804c7df34075a68fa,3,308.86,1,0.3333,High Risk
c53bcd3be457a342a97e39e5a9f0be22,5,308.84,2,0.4,High Risk
974cf2cb8f4b7add98709c30df02fe10,33,308.02,3,0.0909,Low Risk
e49c26c3edfa46d227d5121a6b6e4d37,35,306.87,3,0.0857,Low Risk
6f229cc508fc6915ed5c499efd93baa4,13,305.76,2,0.1538,Medium Risk
ed8cb7b190ceb6067227478e48cf8dde,15,305.39,5,0.3333,High Risk
c37b2059d4f90d4feead554e5246565e,12,304.68,5,0.4167,High Risk
79a679c36c08d606b3fd47ead9de109b,3,303.14,2,0.6667,High Risk
02f623a8eb246f3c5f7c2f96462654e6,44,301.58,2,0.0455,Low Risk
68ca56ce86830f3d31b1b7ec6a54da3e,6,301.17,1,0.1667,Medium Risk
8629c241b3622ac12cd4118afdc8d394,13,298.77,2,0.1538,Medium Risk
ec80e49e69745ab6c14f984bf2149423,12,297.0,1,0.0833,Low Risk
20b54c376b794ed028df09a3cd88e8dc,11,296.2,3,0.2727,High Risk
406822777a0b9eb5c50e442dd4cd3ec5,45,295.47,4,0.0889,Low Risk
b74d1c09cb380e1d03a6f859c6f4224b,31,295.26,3,0.0968,Low Risk
f67efa3f0b6761102a7f8c6b7b571f5d,31,294.42,2,0.0645,Low Risk
78a4d36f65a019172c6154468831a69f,7,294.19,1,0.1429,Medium Risk
6ee85be3693ed79a8e80718743d80655,9,293.64,3,0.3333,High Risk
bd697db56ff8e7c9cd1abeb7f72029b2,22,292.41,2,0.0909,Low Risk
4ebdc7e6cd6102a022dadc49156d4ea8,29,291.88,6,0.2069,High Risk
880eda903e719a5f179f7e9fceb3a69d,1,291.72,1,1.0,High Risk
141440cad9341e553f8401c574a2aa38,11,291.68,1,0.0909,Low Risk
b6e1504972665f739dec4facb9943775,14,290.92,2,0.1429,Medium Risk
5f1dc28029d2c244352a68107ec2b542,62,290.89,4,0.0645,Low Risk
5f67c6082caacb26e431a7b17940cece,13,290.84,3,0.2308,High Risk
340636a908b13bbe0f4fb63fbe1d0c03,5,290.16,1,0.2,High Risk
0aa2205ca24f113f4658a5c536667426,4,289.86,1,0.25,High Risk
20cb7c2fde3e5bf10f0bbe7394e1c6a9,32,289.02,4,0.125,Medium Risk
